Name,Detailed,Total
Candidat_705560,"[10, 10, 10, 10, 40, 20]",100
Candidat_705559,"[10, 10, 10, 10, 40, 20]",100
Candidat_705558,"[10, 10, 10, 10, 40, 20]",100
Candidat_706368,"[10, 10, 10, 10, 40, 20]",100
Candidat_706370,"[10, 10, 10, 10, 40, 20]",100
Candidat_706402,"[10, 10, 10, 10, 40, 20]",100
Candidat_706387,"[10, 10, 10, 10, 40, 20]",100
Candidat_706401,"[10, 10, 10, 10, 40, 20]",100
Candidat_706400,"[10, 10, 10, 10, 40, 20]",100
Candidat_706399,"[10, 10, 10, 10, 40, 20]",100
Candidat_706398,"[10, 10, 10, 10, 40, 20]",100
Candidat_706397,"[10, 10, 10, 10, 40, 20]",100
Candidat_706396,"[10, 10, 10, 10, 40, 20]",100
Candidat_706395,"[10, 10, 10, 10, 40, 20]",100
Candidat_706394,"[10, 10, 10, 10, 40, 20]",100
Candidat_706393,"[10, 10, 10, 10, 40, 20]",100
Candidat_706392,"[10, 10, 10, 10, 40, 20]",100
Candidat_706391,"[10, 10, 10, 10, 40, 20]",100
Candidat_706390,"[10, 10, 10, 10, 40, 20]",100
Candidat_706389,"[10, 10, 10, 10, 40, 20]",100
Candidat_706388,"[10, 10, 10, 10, 40, 20]",100
Candidat_706386,"[10, 10, 10, 10, 40, 20]",100
Candidat_706371,"[10, 10, 10, 10, 40, 20]",100
Candidat_706385,"[10, 10, 10, 10, 40, 20]",100
Candidat_706384,"[10, 10, 10, 10, 40, 20]",100
Candidat_706383,"[10, 10, 10, 10, 40, 20]",100
Candidat_706382,"[10, 10, 10, 10, 40, 20]",100
Candidat_706381,"[10, 10, 10, 10, 40, 20]",100
Candidat_706380,"[10, 10, 10, 10, 40, 20]",100
Candidat_706379,"[10, 10, 10, 10, 40, 20]",100
Candidat_706378,"[10, 10, 10, 10, 40, 20]",100
Candidat_706377,"[10, 10, 10, 10, 40, 20]",100
Candidat_706376,"[10, 10, 10, 10, 40, 20]",100
Candidat_706375,"[10, 10, 10, 10, 40, 20]",100
Candidat_706374,"[10, 10, 10, 10, 40, 20]",100
Candidat_706373,"[10, 10, 10, 10, 40, 20]",100
Candidat_706372,"[10, 10, 10, 10, 40, 20]",100
Candidat_711423,"[10, 10, 10, 10, 40, 20]",100
Candidat_711424,"[10, 10, 10, 10, 40, 20]",100
Candidat_711425,"[10, 10, 10, 10, 40, 20]",100
Candidat_716462,"[10, 10, 10, 10, 40, 20]",100
Candidat_716476,"[10, 10, 10, 10, 40, 20]",100
Candidat_716475,"[10, 10, 10, 10, 40, 20]",100
Candidat_716474,"[10, 10, 10, 10, 40, 20]",100
Candidat_716473,"[10, 10, 10, 10, 40, 20]",100
Candidat_716472,"[10, 10, 10, 10, 40, 20]",100
Candidat_716471,"[10, 10, 10, 10, 40, 20]",100
Candidat_716470,"[10, 10, 10, 10, 40, 20]",100
Candidat_716469,"[10, 10, 10, 10, 40, 20]",100
Candidat_716468,"[10, 10, 10, 10, 40, 20]",100
Candidat_716467,"[10, 10, 10, 10, 40, 20]",100
Candidat_716466,"[10, 10, 10, 10, 40, 20]",100
Candidat_716465,"[10, 10, 10, 10, 40, 20]",100
Candidat_716464,"[10, 10, 10, 10, 40, 20]",100
Candidat_716463,"[10, 10, 10, 10, 40, 20]",100
Candidat_716461,"[10, 10, 10, 10, 40, 20]",100
Candidat_716478,"[10, 10, 10, 10, 40, 20]",100
Candidat_716460,"[10, 10, 10, 10, 40, 20]",100
Candidat_716459,"[10, 10, 10, 10, 40, 20]",100
Candidat_716458,"[10, 10, 10, 10, 40, 20]",100
Candidat_716457,"[10, 10, 10, 10, 40, 20]",100
Candidat_716456,"[10, 10, 10, 10, 40, 20]",100
Candidat_716455,"[10, 10, 10, 10, 40, 20]",100
Candidat_716454,"[10, 10, 10, 10, 40, 20]",100
Candidat_716453,"[10, 10, 10, 10, 40, 20]",100
Candidat_716452,"[10, 10, 10, 10, 40, 20]",100
Candidat_716451,"[10, 10, 10, 10, 40, 20]",100
Candidat_716450,"[10, 10, 10, 10, 40, 20]",100
Candidat_716449,"[10, 10, 10, 10, 40, 20]",100
Candidat_716448,"[10, 10, 10, 10, 40, 20]",100
Candidat_716447,"[10, 10, 10, 10, 40, 20]",100
Candidat_716477,"[10, 10, 10, 10, 40, 20]",100
Candidat_716479,"[10, 10, 10, 10, 40, 20]",100
Candidat_716445,"[10, 10, 10, 10, 40, 20]",100
Candidat_717276,"[10, 10, 10, 10, 40, 20]",100
Candidat_717290,"[10, 10, 10, 10, 40, 20]",100
Candidat_717289,"[10, 10, 10, 10, 40, 20]",100
Candidat_717288,"[10, 10, 10, 10, 40, 20]",100
Candidat_717287,"[10, 10, 10, 10, 40, 20]",100
Candidat_717286,"[10, 10, 10, 10, 40, 20]",100
Candidat_717285,"[10, 10, 10, 10, 40, 20]",100
Candidat_717284,"[10, 10, 10, 10, 40, 20]",100
Candidat_717283,"[10, 10, 10, 10, 40, 20]",100
Candidat_717282,"[10, 10, 10, 10, 40, 20]",100
Candidat_717281,"[10, 10, 10, 10, 40, 20]",100
Candidat_717280,"[10, 10, 10, 10, 40, 20]",100
Candidat_717279,"[10, 10, 10, 10, 40, 20]",100
Candidat_717278,"[10, 10, 10, 10, 40, 20]",100
Candidat_717277,"[10, 10, 10, 10, 40, 20]",100
Candidat_717275,"[10, 10, 10, 10, 40, 20]",100
Candidat_716480,"[10, 10, 10, 10, 40, 20]",100
Candidat_717274,"[10, 10, 10, 10, 40, 20]",100
Candidat_717273,"[10, 10, 10, 10, 40, 20]",100
Candidat_717272,"[10, 10, 10, 10, 40, 20]",100
Candidat_717271,"[10, 10, 10, 10, 40, 20]",100
Candidat_716490,"[10, 10, 10, 10, 40, 20]",100
Candidat_716489,"[10, 10, 10, 10, 40, 20]",100
Candidat_716488,"[10, 10, 10, 10, 40, 20]",100
Candidat_716487,"[10, 10, 10, 10, 40, 20]",100
Candidat_716486,"[10, 10, 10, 10, 40, 20]",100
Candidat_716485,"[10, 10, 10, 10, 40, 20]",100
Candidat_716484,"[10, 10, 10, 10, 40, 20]",100
Candidat_716483,"[10, 10, 10, 10, 40, 20]",100
Candidat_716482,"[10, 10, 10, 10, 40, 20]",100
Candidat_716481,"[10, 10, 10, 10, 40, 20]",100
Candidat_716446,"[10, 10, 10, 10, 40, 20]",100
Candidat_716444,"[10, 10, 10, 10, 40, 20]",100
Candidat_717292,"[10, 10, 10, 10, 40, 20]",100
Candidat_715614,"[10, 10, 10, 10, 40, 20]",100
Candidat_715628,"[10, 10, 10, 10, 40, 20]",100
Candidat_715627,"[10, 10, 10, 10, 40, 20]",100
Candidat_715626,"[10, 10, 10, 10, 40, 20]",100
Candidat_715625,"[10, 10, 10, 10, 40, 20]",100
Candidat_715624,"[10, 10, 10, 10, 40, 20]",100
Candidat_715623,"[10, 10, 10, 10, 40, 20]",100
Candidat_715622,"[10, 10, 10, 10, 40, 20]",100
Candidat_715621,"[10, 10, 10, 10, 40, 20]",100
Candidat_715620,"[10, 10, 10, 10, 40, 20]",100
Candidat_715619,"[10, 10, 10, 10, 40, 20]",100
Candidat_715618,"[10, 10, 10, 10, 40, 20]",100
Candidat_715617,"[10, 10, 10, 10, 40, 20]",100
Candidat_715616,"[10, 10, 10, 10, 40, 20]",100
Candidat_715615,"[10, 10, 10, 10, 40, 20]",100
Candidat_715613,"[10, 10, 10, 10, 40, 20]",100
Candidat_715630,"[10, 10, 10, 10, 40, 20]",100
Candidat_715612,"[10, 10, 10, 10, 40, 20]",100
Candidat_715611,"[10, 10, 10, 10, 40, 20]",100
Candidat_715610,"[10, 10, 10, 10, 40, 20]",100
Candidat_715609,"[10, 10, 10, 10, 40, 20]",100
Candidat_715608,"[10, 10, 10, 10, 40, 20]",100
Candidat_715607,"[10, 10, 10, 10, 40, 20]",100
Candidat_715606,"[10, 10, 10, 10, 40, 20]",100
Candidat_715605,"[10, 10, 10, 10, 40, 20]",100
Candidat_715604,"[10, 10, 10, 10, 40, 20]",100
Candidat_715603,"[10, 10, 10, 10, 40, 20]",100
Candidat_715602,"[10, 10, 10, 10, 40, 20]",100
Candidat_715601,"[10, 10, 10, 10, 40, 20]",100
Candidat_715600,"[10, 10, 10, 10, 40, 20]",100
Candidat_715599,"[10, 10, 10, 10, 40, 20]",100
Candidat_715629,"[10, 10, 10, 10, 40, 20]",100
Candidat_715631,"[10, 10, 10, 10, 40, 20]",100
Candidat_716443,"[10, 10, 10, 10, 40, 20]",100
Candidat_715648,"[10, 10, 10, 10, 40, 20]",100
Candidat_716442,"[10, 10, 10, 10, 40, 20]",100
Candidat_716441,"[10, 10, 10, 10, 40, 20]",100
Candidat_716440,"[10, 10, 10, 10, 40, 20]",100
Candidat_716439,"[10, 10, 10, 10, 40, 20]",100
Candidat_716438,"[10, 10, 10, 10, 40, 20]",100
Candidat_716437,"[10, 10, 10, 10, 40, 20]",100
Candidat_716436,"[10, 10, 10, 10, 40, 20]",100
Candidat_716435,"[10, 10, 10, 10, 40, 20]",100
Candidat_716434,"[10, 10, 10, 10, 40, 20]",100
Candidat_716433,"[10, 10, 10, 10, 40, 20]",100
Candidat_716432,"[10, 10, 10, 10, 40, 20]",100
Candidat_716431,"[10, 10, 10, 10, 40, 20]",100
Candidat_715650,"[10, 10, 10, 10, 40, 20]",100
Candidat_715649,"[10, 10, 10, 10, 40, 20]",100
Candidat_715647,"[10, 10, 10, 10, 40, 20]",100
Candidat_715632,"[10, 10, 10, 10, 40, 20]",100
Candidat_715646,"[10, 10, 10, 10, 40, 20]",100
Candidat_715645,"[10, 10, 10, 10, 40, 20]",100
Candidat_715644,"[10, 10, 10, 10, 40, 20]",100
Candidat_715643,"[10, 10, 10, 10, 40, 20]",100
Candidat_715642,"[10, 10, 10, 10, 40, 20]",100
Candidat_715641,"[10, 10, 10, 10, 40, 20]",100
Candidat_715640,"[10, 10, 10, 10, 40, 20]",100
Candidat_715639,"[10, 10, 10, 10, 40, 20]",100
Candidat_715638,"[10, 10, 10, 10, 40, 20]",100
Candidat_715637,"[10, 10, 10, 10, 40, 20]",100
Candidat_715636,"[10, 10, 10, 10, 40, 20]",100
Candidat_715635,"[10, 10, 10, 10, 40, 20]",100
Candidat_715634,"[10, 10, 10, 10, 40, 20]",100
Candidat_715633,"[10, 10, 10, 10, 40, 20]",100
Candidat_717291,"[10, 10, 10, 10, 40, 20]",100
Candidat_717293,"[10, 10, 10, 10, 40, 20]",100
Candidat_715597,"[10, 10, 10, 10, 40, 20]",100
Candidat_718998,"[10, 10, 10, 10, 40, 20]",100
Candidat_719792,"[10, 10, 10, 10, 40, 20]",100
Candidat_719791,"[10, 10, 10, 10, 40, 20]",100
Candidat_719010,"[10, 10, 10, 10, 40, 20]",100
Candidat_719009,"[10, 10, 10, 10, 40, 20]",100
Candidat_719008,"[10, 10, 10, 10, 40, 20]",100
Candidat_719007,"[10, 10, 10, 10, 40, 20]",100
Candidat_719006,"[10, 10, 10, 10, 40, 20]",100
Candidat_719005,"[10, 10, 10, 10, 40, 20]",100
Candidat_719004,"[10, 10, 10, 10, 40, 20]",100
Candidat_719003,"[10, 10, 10, 10, 40, 20]",100
Candidat_719002,"[10, 10, 10, 10, 40, 20]",100
Candidat_719001,"[10, 10, 10, 10, 40, 20]",100
Candidat_719000,"[10, 10, 10, 10, 40, 20]",100
Candidat_718999,"[10, 10, 10, 10, 40, 20]",100
Candidat_718997,"[10, 10, 10, 10, 40, 20]",100
Candidat_719794,"[10, 10, 10, 10, 40, 20]",100
Candidat_718996,"[10, 10, 10, 10, 40, 20]",100
Candidat_718995,"[10, 10, 10, 10, 40, 20]",100
Candidat_718994,"[10, 10, 10, 10, 40, 20]",100
Candidat_718993,"[10, 10, 10, 10, 40, 20]",100
Candidat_718992,"[10, 10, 10, 10, 40, 20]",100
Candidat_718991,"[10, 10, 10, 10, 40, 20]",100
Candidat_718990,"[10, 10, 10, 10, 40, 20]",100
Candidat_718989,"[10, 10, 10, 10, 40, 20]",100
Candidat_718988,"[10, 10, 10, 10, 40, 20]",100
Candidat_718987,"[10, 10, 10, 10, 40, 20]",100
Candidat_718986,"[10, 10, 10, 10, 40, 20]",100
Candidat_718985,"[10, 10, 10, 10, 40, 20]",100
Candidat_718984,"[10, 10, 10, 10, 40, 20]",100
Candidat_718983,"[10, 10, 10, 10, 40, 20]",100
Candidat_719793,"[10, 10, 10, 10, 40, 20]",100
Candidat_719795,"[10, 10, 10, 10, 40, 20]",100
Candidat_718981,"[10, 10, 10, 10, 40, 20]",100
Candidat_719812,"[10, 10, 10, 10, 40, 20]",100
Candidat_719826,"[10, 10, 10, 10, 40, 20]",100
Candidat_719825,"[10, 10, 10, 10, 40, 20]",100
Candidat_719824,"[10, 10, 10, 10, 40, 20]",100
Candidat_719823,"[10, 10, 10, 10, 40, 20]",100
Candidat_719822,"[10, 10, 10, 10, 40, 20]",100
Candidat_719821,"[10, 10, 10, 10, 40, 20]",100
Candidat_719820,"[10, 10, 10, 10, 40, 20]",100
Candidat_719819,"[10, 10, 10, 10, 40, 20]",100
Candidat_719818,"[10, 10, 10, 10, 40, 20]",100
Candidat_719817,"[10, 10, 10, 10, 40, 20]",100
Candidat_719816,"[10, 10, 10, 10, 40, 20]",100
Candidat_719815,"[10, 10, 10, 10, 40, 20]",100
Candidat_719814,"[10, 10, 10, 10, 40, 20]",100
Candidat_719813,"[10, 10, 10, 10, 40, 20]",100
Candidat_719811,"[10, 10, 10, 10, 40, 20]",100
Candidat_719796,"[10, 10, 10, 10, 40, 20]",100
Candidat_719810,"[10, 10, 10, 10, 40, 20]",100
Candidat_719809,"[10, 10, 10, 10, 40, 20]",100
Candidat_719808,"[10, 10, 10, 10, 40, 20]",100
Candidat_719807,"[10, 10, 10, 10, 40, 20]",100
Candidat_719806,"[10, 10, 10, 10, 40, 20]",100
Candidat_719805,"[10, 10, 10, 10, 40, 20]",100
Candidat_719804,"[10, 10, 10, 10, 40, 20]",100
Candidat_719803,"[10, 10, 10, 10, 40, 20]",100
Candidat_719802,"[10, 10, 10, 10, 40, 20]",100
Candidat_719801,"[10, 10, 10, 10, 40, 20]",100
Candidat_719800,"[10, 10, 10, 10, 40, 20]",100
Candidat_719799,"[10, 10, 10, 10, 40, 20]",100
Candidat_719798,"[10, 10, 10, 10, 40, 20]",100
Candidat_719797,"[10, 10, 10, 10, 40, 20]",100
Candidat_718982,"[10, 10, 10, 10, 40, 20]",100
Candidat_718980,"[10, 10, 10, 10, 40, 20]",100
Candidat_717294,"[10, 10, 10, 10, 40, 20]",100
Candidat_717310,"[10, 10, 10, 10, 40, 20]",100
Candidat_717324,"[10, 10, 10, 10, 40, 20]",100
Candidat_717323,"[10, 10, 10, 10, 40, 20]",100
Candidat_717322,"[10, 10, 10, 10, 40, 20]",100
Candidat_717321,"[10, 10, 10, 10, 40, 20]",100
Candidat_717320,"[10, 10, 10, 10, 40, 20]",100
Candidat_717319,"[10, 10, 10, 10, 40, 20]",100
Candidat_717318,"[10, 10, 10, 10, 40, 20]",100
Candidat_717317,"[10, 10, 10, 10, 40, 20]",100
Candidat_717316,"[10, 10, 10, 10, 40, 20]",100
Candidat_717315,"[10, 10, 10, 10, 40, 20]",100
Candidat_717314,"[10, 10, 10, 10, 40, 20]",100
Candidat_717313,"[10, 10, 10, 10, 40, 20]",100
Candidat_717312,"[10, 10, 10, 10, 40, 20]",100
Candidat_717311,"[10, 10, 10, 10, 40, 20]",100
Candidat_717309,"[10, 10, 10, 10, 40, 20]",100
Candidat_717326,"[10, 10, 10, 10, 40, 20]",100
Candidat_717308,"[10, 10, 10, 10, 40, 20]",100
Candidat_717307,"[10, 10, 10, 10, 40, 20]",100
Candidat_717306,"[10, 10, 10, 10, 40, 20]",100
Candidat_717305,"[10, 10, 10, 10, 40, 20]",100
Candidat_717304,"[10, 10, 10, 10, 40, 20]",100
Candidat_717303,"[10, 10, 10, 10, 40, 20]",100
Candidat_717302,"[10, 10, 10, 10, 40, 20]",100
Candidat_717301,"[10, 10, 10, 10, 40, 20]",100
Candidat_717300,"[10, 10, 10, 10, 40, 20]",100
Candidat_717299,"[10, 10, 10, 10, 40, 20]",100
Candidat_717298,"[10, 10, 10, 10, 40, 20]",100
Candidat_717297,"[10, 10, 10, 10, 40, 20]",100
Candidat_717296,"[10, 10, 10, 10, 40, 20]",100
Candidat_717295,"[10, 10, 10, 10, 40, 20]",100
Candidat_717325,"[10, 10, 10, 10, 40, 20]",100
Candidat_717327,"[10, 10, 10, 10, 40, 20]",100
Candidat_718979,"[10, 10, 10, 10, 40, 20]",100
Candidat_718964,"[10, 10, 10, 10, 40, 20]",100
Candidat_718978,"[10, 10, 10, 10, 40, 20]",100
Candidat_718977,"[10, 10, 10, 10, 40, 20]",100
Candidat_718976,"[10, 10, 10, 10, 40, 20]",100
Candidat_718975,"[10, 10, 10, 10, 40, 20]",100
Candidat_718974,"[10, 10, 10, 10, 40, 20]",100
Candidat_718973,"[10, 10, 10, 10, 40, 20]",100
Candidat_718972,"[10, 10, 10, 10, 40, 20]",100
Candidat_718971,"[10, 10, 10, 10, 40, 20]",100
Candidat_718970,"[10, 10, 10, 10, 40, 20]",100
Candidat_718969,"[10, 10, 10, 10, 40, 20]",100
Candidat_718968,"[10, 10, 10, 10, 40, 20]",100
Candidat_718967,"[10, 10, 10, 10, 40, 20]",100
Candidat_718966,"[10, 10, 10, 10, 40, 20]",100
Candidat_718965,"[10, 10, 10, 10, 40, 20]",100
Candidat_718963,"[10, 10, 10, 10, 40, 20]",100
Candidat_717328,"[10, 10, 10, 10, 40, 20]",100
Candidat_718962,"[10, 10, 10, 10, 40, 20]",100
Candidat_718961,"[10, 10, 10, 10, 40, 20]",100
Candidat_718960,"[10, 10, 10, 10, 40, 20]",100
Candidat_718959,"[10, 10, 10, 10, 40, 20]",100
Candidat_718958,"[10, 10, 10, 10, 40, 20]",100
Candidat_718957,"[10, 10, 10, 10, 40, 20]",100
Candidat_718956,"[10, 10, 10, 10, 40, 20]",100
Candidat_718955,"[10, 10, 10, 10, 40, 20]",100
Candidat_718954,"[10, 10, 10, 10, 40, 20]",100
Candidat_718953,"[10, 10, 10, 10, 40, 20]",100
Candidat_718952,"[10, 10, 10, 10, 40, 20]",100
Candidat_718951,"[10, 10, 10, 10, 40, 20]",100
Candidat_717330,"[10, 10, 10, 10, 40, 20]",100
Candidat_717329,"[10, 10, 10, 10, 40, 20]",100
Candidat_715598,"[10, 10, 10, 10, 40, 20]",100
Candidat_715596,"[10, 10, 10, 10, 40, 20]",100
Candidat_711426,"[10, 10, 10, 10, 40, 20]",100
Candidat_712290,"[10, 10, 10, 10, 40, 20]",100
Candidat_713084,"[10, 10, 10, 10, 40, 20]",100
Candidat_713083,"[10, 10, 10, 10, 40, 20]",100
Candidat_713082,"[10, 10, 10, 10, 40, 20]",100
Candidat_713081,"[10, 10, 10, 10, 40, 20]",100
Candidat_713080,"[10, 10, 10, 10, 40, 20]",100
Candidat_713079,"[10, 10, 10, 10, 40, 20]",100
Candidat_713078,"[10, 10, 10, 10, 40, 20]",100
Candidat_713077,"[10, 10, 10, 10, 40, 20]",100
Candidat_713076,"[10, 10, 10, 10, 40, 20]",100
Candidat_713075,"[10, 10, 10, 10, 40, 20]",100
Candidat_713074,"[10, 10, 10, 10, 40, 20]",100
Candidat_713073,"[10, 10, 10, 10, 40, 20]",100
Candidat_713072,"[10, 10, 10, 10, 40, 20]",100
Candidat_713071,"[10, 10, 10, 10, 40, 20]",100
Candidat_712289,"[10, 10, 10, 10, 40, 20]",100
Candidat_713086,"[10, 10, 10, 10, 40, 20]",100
Candidat_712288,"[10, 10, 10, 10, 40, 20]",100
Candidat_712287,"[10, 10, 10, 10, 40, 20]",100
Candidat_712286,"[10, 10, 10, 10, 40, 20]",100
Candidat_712285,"[10, 10, 10, 10, 40, 20]",100
Candidat_712284,"[10, 10, 10, 10, 40, 20]",100
Candidat_712283,"[10, 10, 10, 10, 40, 20]",100
Candidat_712282,"[10, 10, 10, 10, 40, 20]",100
Candidat_712281,"[10, 10, 10, 10, 40, 20]",100
Candidat_712280,"[10, 10, 10, 10, 40, 20]",100
Candidat_712279,"[10, 10, 10, 10, 40, 20]",100
Candidat_712278,"[10, 10, 10, 10, 40, 20]",100
Candidat_712277,"[10, 10, 10, 10, 40, 20]",100
Candidat_712276,"[10, 10, 10, 10, 40, 20]",100
Candidat_712275,"[10, 10, 10, 10, 40, 20]",100
Candidat_713085,"[10, 10, 10, 10, 40, 20]",100
Candidat_713087,"[10, 10, 10, 10, 40, 20]",100
Candidat_712273,"[10, 10, 10, 10, 40, 20]",100
Candidat_713104,"[10, 10, 10, 10, 40, 20]",100
Candidat_713118,"[10, 10, 10, 10, 40, 20]",100
Candidat_713117,"[10, 10, 10, 10, 40, 20]",100
Candidat_713116,"[10, 10, 10, 10, 40, 20]",100
Candidat_713115,"[10, 10, 10, 10, 40, 20]",100
Candidat_713114,"[10, 10, 10, 10, 40, 20]",100
Candidat_713113,"[10, 10, 10, 10, 40, 20]",100
Candidat_713112,"[10, 10, 10, 10, 40, 20]",100
Candidat_713111,"[10, 10, 10, 10, 40, 20]",100
Candidat_713110,"[10, 10, 10, 10, 40, 20]",100
Candidat_713109,"[10, 10, 10, 10, 40, 20]",100
Candidat_713108,"[10, 10, 10, 10, 40, 20]",100
Candidat_713107,"[10, 10, 10, 10, 40, 20]",100
Candidat_713106,"[10, 10, 10, 10, 40, 20]",100
Candidat_713105,"[10, 10, 10, 10, 40, 20]",100
Candidat_713103,"[10, 10, 10, 10, 40, 20]",100
Candidat_713088,"[10, 10, 10, 10, 40, 20]",100
Candidat_713102,"[10, 10, 10, 10, 40, 20]",100
Candidat_713101,"[10, 10, 10, 10, 40, 20]",100
Candidat_713100,"[10, 10, 10, 10, 40, 20]",100
Candidat_713099,"[10, 10, 10, 10, 40, 20]",100
Candidat_713098,"[10, 10, 10, 10, 40, 20]",100
Candidat_713097,"[10, 10, 10, 10, 40, 20]",100
Candidat_713096,"[10, 10, 10, 10, 40, 20]",100
Candidat_713095,"[10, 10, 10, 10, 40, 20]",100
Candidat_713094,"[10, 10, 10, 10, 40, 20]",100
Candidat_713093,"[10, 10, 10, 10, 40, 20]",100
Candidat_713092,"[10, 10, 10, 10, 40, 20]",100
Candidat_713091,"[10, 10, 10, 10, 40, 20]",100
Candidat_713090,"[10, 10, 10, 10, 40, 20]",100
Candidat_713089,"[10, 10, 10, 10, 40, 20]",100
Candidat_712274,"[10, 10, 10, 10, 40, 20]",100
Candidat_712272,"[10, 10, 10, 10, 40, 20]",100
Candidat_713120,"[10, 10, 10, 10, 40, 20]",100
Candidat_711442,"[10, 10, 10, 10, 40, 20]",100
Candidat_712236,"[10, 10, 10, 10, 40, 20]",100
Candidat_712235,"[10, 10, 10, 10, 40, 20]",100
Candidat_712234,"[10, 10, 10, 10, 40, 20]",100
Candidat_712233,"[10, 10, 10, 10, 40, 20]",100
Candidat_712232,"[10, 10, 10, 10, 40, 20]",100
Candidat_712231,"[10, 10, 10, 10, 40, 20]",100
Candidat_711450,"[10, 10, 10, 10, 40, 20]",100
Candidat_711449,"[10, 10, 10, 10, 40, 20]",100
Candidat_711448,"[10, 10, 10, 10, 40, 20]",100
Candidat_711447,"[10, 10, 10, 10, 40, 20]",100
Candidat_711446,"[10, 10, 10, 10, 40, 20]",100
Candidat_711445,"[10, 10, 10, 10, 40, 20]",100
Candidat_711444,"[10, 10, 10, 10, 40, 20]",100
Candidat_711443,"[10, 10, 10, 10, 40, 20]",100
Candidat_711441,"[10, 10, 10, 10, 40, 20]",100
Candidat_712238,"[10, 10, 10, 10, 40, 20]",100
Candidat_711440,"[10, 10, 10, 10, 40, 20]",100
Candidat_711439,"[10, 10, 10, 10, 40, 20]",100
Candidat_711438,"[10, 10, 10, 10, 40, 20]",100
Candidat_711437,"[10, 10, 10, 10, 40, 20]",100
Candidat_711436,"[10, 10, 10, 10, 40, 20]",100
Candidat_711435,"[10, 10, 10, 10, 40, 20]",100
Candidat_711434,"[10, 10, 10, 10, 40, 20]",100
Candidat_711433,"[10, 10, 10, 10, 40, 20]",100
Candidat_711432,"[10, 10, 10, 10, 40, 20]",100
Candidat_711431,"[10, 10, 10, 10, 40, 20]",100
Candidat_711430,"[10, 10, 10, 10, 40, 20]",100
Candidat_711429,"[10, 10, 10, 10, 40, 20]",100
Candidat_711428,"[10, 10, 10, 10, 40, 20]",100
Candidat_711427,"[10, 10, 10, 10, 40, 20]",100
Candidat_712237,"[10, 10, 10, 10, 40, 20]",100
Candidat_712239,"[10, 10, 10, 10, 40, 20]",100
Candidat_712271,"[10, 10, 10, 10, 40, 20]",100
Candidat_712256,"[10, 10, 10, 10, 40, 20]",100
Candidat_712270,"[10, 10, 10, 10, 40, 20]",100
Candidat_712269,"[10, 10, 10, 10, 40, 20]",100
Candidat_712268,"[10, 10, 10, 10, 40, 20]",100
Candidat_712267,"[10, 10, 10, 10, 40, 20]",100
Candidat_712266,"[10, 10, 10, 10, 40, 20]",100
Candidat_712265,"[10, 10, 10, 10, 40, 20]",100
Candidat_712264,"[10, 10, 10, 10, 40, 20]",100
Candidat_712263,"[10, 10, 10, 10, 40, 20]",100
Candidat_712262,"[10, 10, 10, 10, 40, 20]",100
Candidat_712261,"[10, 10, 10, 10, 40, 20]",100
Candidat_712260,"[10, 10, 10, 10, 40, 20]",100
Candidat_712259,"[10, 10, 10, 10, 40, 20]",100
Candidat_712258,"[10, 10, 10, 10, 40, 20]",100
Candidat_712257,"[10, 10, 10, 10, 40, 20]",100
Candidat_712255,"[10, 10, 10, 10, 40, 20]",100
Candidat_712240,"[10, 10, 10, 10, 40, 20]",100
Candidat_712254,"[10, 10, 10, 10, 40, 20]",100
Candidat_712253,"[10, 10, 10, 10, 40, 20]",100
Candidat_712252,"[10, 10, 10, 10, 40, 20]",100
Candidat_712251,"[10, 10, 10, 10, 40, 20]",100
Candidat_712250,"[10, 10, 10, 10, 40, 20]",100
Candidat_712249,"[10, 10, 10, 10, 40, 20]",100
Candidat_712248,"[10, 10, 10, 10, 40, 20]",100
Candidat_712247,"[10, 10, 10, 10, 40, 20]",100
Candidat_712246,"[10, 10, 10, 10, 40, 20]",100
Candidat_712245,"[10, 10, 10, 10, 40, 20]",100
Candidat_712244,"[10, 10, 10, 10, 40, 20]",100
Candidat_712243,"[10, 10, 10, 10, 40, 20]",100
Candidat_712242,"[10, 10, 10, 10, 40, 20]",100
Candidat_712241,"[10, 10, 10, 10, 40, 20]",100
Candidat_713119,"[10, 10, 10, 10, 40, 20]",100
Candidat_713121,"[10, 10, 10, 10, 40, 20]",100
Candidat_715595,"[10, 10, 10, 10, 40, 20]",100
Candidat_714766,"[10, 10, 10, 10, 40, 20]",100
Candidat_714780,"[10, 10, 10, 10, 40, 20]",100
Candidat_714779,"[10, 10, 10, 10, 40, 20]",100
Candidat_714778,"[10, 10, 10, 10, 40, 20]",100
Candidat_714777,"[10, 10, 10, 10, 40, 20]",100
Candidat_714776,"[10, 10, 10, 10, 40, 20]",100
Candidat_714775,"[10, 10, 10, 10, 40, 20]",100
Candidat_714774,"[10, 10, 10, 10, 40, 20]",100
Candidat_714773,"[10, 10, 10, 10, 40, 20]",100
Candidat_714772,"[10, 10, 10, 10, 40, 20]",100
Candidat_714771,"[10, 10, 10, 10, 40, 20]",100
Candidat_714770,"[10, 10, 10, 10, 40, 20]",100
Candidat_714769,"[10, 10, 10, 10, 40, 20]",100
Candidat_714768,"[10, 10, 10, 10, 40, 20]",100
Candidat_714767,"[10, 10, 10, 10, 40, 20]",100
Candidat_714765,"[10, 10, 10, 10, 40, 20]",100
Candidat_714782,"[10, 10, 10, 10, 40, 20]",100
Candidat_714764,"[10, 10, 10, 10, 40, 20]",100
